‎Genesis 
1:1	ἐν ἀρχῇ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν 
50:23	πῶς συνεκλάσθη καὶ συνετρίβη ἡ σφῦρα πάσης τῆς γῆς πῶς ἐγενήθη εἰς ἀφανισμὸν Βαβυλὼν ἐν ἔθνεσιν 
50:24	ἐπιθήσονταί σοι καὶ ἁλώσῃ ὦ Βαβυλών καὶ οὐ γνώσῃ εὑρέθης καὶ ἐλήμφθης ὅτι τῷ κυρίῳ ἀντέστης 
50:25	ἤνοιξεν κύριος τὸν θησαυρὸν αὐτοῦ καὶ ἐξήνεγκεν τὰ σκεύη ὀργῆς αὐτοῦ ὅτι ἔργον τῷ κυρίῳ θεῷ ἐν γῇ Χαλδαίων 
50:26	ὅτι ἐληλύθασιν οἱ καιροὶ αὐτῆς ἀνοίξατε τὰς ἀποθήκας αὐτῆς ἐρευνήσατε αὐτὴν ὡς σπήλαιον καὶ ἐξολεθρεύσατε αὐτήν μὴ γενέσθω αὐτῆς κατάλειμμα 
50:27	ἀναξηράνατε αὐτῆς πάντας τοὺς καρπούς καὶ καταβήτωσαν εἰς σφαγήν οὐαὶ αὐτοῖς ὅτι ἥκει ἡ ἡμέρα αὐτῶν καὶ καιρὸς ἐκδικήσεως αὐτῶν 
50:28	φωνὴ φευγόντων καὶ ἀνασῳζομένων ἐκ γῆς Βαβυλῶνος τοῦ ἀναγγεῖλαι εἰς Σιων τὴν ἐκδίκησιν παρὰ κυρίου θεοῦ ἡμῶν 
50:29	παραγγείλατε ἐπὶ Βαβυλῶνα πολλοῖς παντὶ ἐντείνοντι τόξον παρεμβάλετε ἐπ᾽ αὐτὴν κυκλόθεν μὴ ἔστω αὐτῆς ἀνασῳζόμενος ἀνταπόδοτε αὐτῇ κατὰ τὰ ἔργα αὐτῆς κατὰ πάντα ὅσα ἐποίησεν ποιήσατε αὐτῇ ὅτι πρὸς τὸν κύριον ἀντέστη θεὸν ἅγιον τοῦ Ισραηλ 
50:30	διὰ τοῦτο πεσοῦνται οἱ νεανίσκοι αὐτῆς ἐν ταῖς πλατείαις αὐτῆς καὶ πάντες οἱ ἄνδρες οἱ πολεμισταὶ αὐτῆς ῥιφήσονται εἶπεν κύριος 
50:31	ἰδοὺ ἐγὼ ἐπὶ σὲ τὴν ὑβρίστριαν λέγει κύριος ὅτι ἥκει ἡ ἡμέρα σου καὶ ὁ καιρὸς ἐκδικήσεώς σου 
50:32	καὶ ἀσθενήσει ἡ ὕβρις σου καὶ πεσεῖται καὶ οὐκ ἔσται ὁ ἀνιστῶν αὐτήν καὶ ἀνάψω πῦρ ἐν τῷ δρυμῷ αὐτῆς καὶ καταφάγεται πάντα τὰ κύκλῳ αὐτῆς 
50:33	τάδε λέγει κύριος καταδεδυνάστευνται οἱ υἱοὶ Ισραηλ καὶ οἱ υἱοὶ Ιουδα ἅμα πάντες οἱ αἰχμαλωτεύσαντες αὐτοὺς κατεδυνάστευσαν αὐτούς ὅτι οὐκ ἠθέλησαν ἐξαποστεῖλαι αὐτούς 
50:34	καὶ ὁ λυτρούμενος αὐτοὺς ἰσχυρός κύριος παντοκράτωρ ὄνομα αὐτῷ κρίσιν κρινεῖ πρὸς τοὺς ἀντιδίκους αὐτοῦ ὅπως ἐξάρῃ τὴν γῆν καὶ παροξυνεῖ τοῖς κατοικοῦσι Βαβυλῶνα 
50:35	μάχαιραν ἐπὶ τοὺς Χαλδαίους καὶ ἐπὶ τοὺς κατοικοῦντας Βαβυλῶνα καὶ ἐπὶ τοὺς μεγιστᾶνας αὐτῆς καὶ ἐπὶ τοὺς συνετοὺς αὐτῆς 
50:36	μάχαιραν ἐπὶ τοὺς μαχητὰς αὐτῆς καὶ παραλυθήσονται 
50:37	μάχαιραν ἐπὶ τοὺς ἵππους αὐτῶν καὶ ἐπὶ τὰ ἅρματα αὐτῶν μάχαιραν ἐπὶ τοὺς μαχητὰς αὐτῶν καὶ ἐπὶ τὸν σύμμικτον τὸν ἐν μέσῳ αὐτῆς καὶ ἔσονται ὡσεὶ γυναῖκες μάχαιραν ἐπὶ τοὺς θησαυροὺς αὐτῆς καὶ διασκορπισθήσονται 
50:38	ἐπὶ τῷ ὕδατι αὐτῆς ἐπεποίθει καὶ καταισχυνθήσονται ὅτι γῆ τῶν γλυπτῶν ἐστιν καὶ ἐν ταῖς νήσοις οὗ κατεκαυχῶντο 
50:39	διὰ τοῦτο κατοικήσουσιν ἰνδάλματα ἐν ταῖς νήσοις καὶ κατοικήσουσιν ἐν αὐτῇ θυγατέρες σειρήνων οὐ μὴ κατοικηθῇ οὐκέτι εἰς τὸν αἰῶνα 
50:40	καθὼς κατέστρεψεν ὁ θεὸς Σοδομα καὶ Γομορρα καὶ τὰς ὁμορούσας αὐταῖς εἶπεν κύριος οὐ μὴ κατοικήσῃ ἐκεῖ ἄνθρωπος καὶ οὐ μὴ παροικήσῃ ἐκεῖ υἱὸς ἀνθρώπου 
50:41	ἰδοὺ λαὸς ἔρχεται ἀπὸ βορρᾶ καὶ ἔθνος μέγα καὶ βασιλεῖς πολλοὶ ἐξεγερθήσονται ἀπ᾽ ἐσχάτου τῆς γῆς 
50:42	τόξον καὶ ἐγχειρίδιον ἔχοντες ἰταμός ἐστιν καὶ οὐ μὴ ἐλεήσῃ φωνὴ αὐτῶν ὡς θάλασσα ἠχήσει ἐφ᾽ ἵπποις ἱππάσονται παρεσκευασμένοι ὥσπερ πῦρ εἰς πόλεμον πρὸς σέ θύγατερ Βαβυλῶνος 
50:43	ἤκουσεν βασιλεὺς Βαβυλῶνος τὴν ἀκοὴν αὐτῶν καὶ παρελύθησαν αἱ χεῖρες αὐτοῦ θλῖψις κατεκράτησεν αὐτοῦ ὠδῖνες ὡς τικτούσης 
50:44	ἰδοὺ ὥσπερ λέων ἀναβήσεται ἀπὸ τοῦ Ιορδάνου εἰς τόπον Αιθαμ ὅτι ταχέως ἐκδιώξω αὐτοὺς ἀπ᾽ αὐτῆς καὶ πάντα νεανίσκον ἐπ᾽ αὐτὴν ἐπιστήσω ὅτι τίς ὥσπερ ἐγώ καὶ τίς ἀντιστήσεταί μοι καὶ τίς οὗτος ποιμήν ὃς στήσεται κατὰ πρόσωπόν μου 
50:45	διὰ τοῦτο ἀκούσατε τὴν βουλὴν κυρίου ἣν βεβούλευται ἐπὶ Βαβυλῶνα καὶ λογισμοὺς αὐτοῦ οὓς ἐλογίσατο ἐπὶ τοὺς κατοικοῦντας Χαλδαίους ἐὰν μὴ διαφθαρῇ τὰ ἀρνία τῶν προβάτων αὐτῶν ἐὰν μὴ ἀφανισθῇ νομὴ ἀπ᾽ αὐτῶν 
50:46	ὅτι ἀπὸ φωνῆς ἁλώσεως Βαβυλῶνος σεισθήσεται ἡ γῆ καὶ κραυγὴ ἐν ἔθνεσιν ἀκουσθήσεται 
51:1	τάδε λέγει κύριος ἰδοὺ ἐγὼ ἐξεγείρω ἐπὶ Βαβυλῶνα καὶ ἐπὶ τοὺς κατοικοῦντας Χαλδαίους ἄνεμον καύσωνα διαφθείροντα 
51:2	καὶ ἐξαποστελῶ εἰς Βαβυλῶνα ὑβριστάς καὶ καθυβρίσουσιν αὐτὴν καὶ λυμανοῦνται τὴν γῆν αὐτῆς οὐαὶ ἐπὶ Βαβυλῶνα κυκλόθεν ἐν ἡμέρᾳ κακώσεως αὐτῆς 
51:3	ἐπ᾽ αὐτὴν τεινέτω ὁ τείνων τὸ τόξον αὐτοῦ καὶ περιθέσθω ᾧ ἐστιν ὅπλα αὐτῷ καὶ μὴ φείσησθε ἐπὶ νεανίσκους αὐτῆς καὶ ἀφανίσατε πᾶσαν τὴν δύναμιν αὐτῆς 
51:4	καὶ πεσοῦνται τραυματίαι ἐν γῇ Χαλδαίων καὶ κατακεκεντημένοι ἔξωθεν αὐτῆς 
51:5	διότι οὐκ ἐχήρευσεν Ισραηλ καὶ Ιουδας ἀπὸ θεοῦ αὐτῶν ἀπὸ κυρίου παντοκράτορος ὅτι ἡ γῆ αὐτῶν ἐπλήσθη ἀδικίας ἀπὸ τῶν ἁγίων Ισραηλ 
51:6	φεύγετε ἐκ μέσου Βαβυλῶνος καὶ ἀνασῴζετε ἕκαστος τὴν ψυχὴν αὐτοῦ καὶ μὴ ἀπορριφῆτε ἐν τῇ ἀδικίᾳ αὐτῆς ὅτι καιρὸς ἐκδικήσεως αὐτῆς ἐστιν παρὰ κυρίου ἀνταπόδομα αὐτὸς ἀνταποδίδωσιν αὐτῇ 
51:7	ποτήριον χρυσοῦν Βαβυλὼν ἐν χειρὶ κυρίου μεθύσκον πᾶσαν τὴν γῆν ἀπὸ τοῦ οἴνου αὐτῆς ἐπίοσαν ἔθνη διὰ τοῦτο ἐσαλεύθησαν 
51:8	καὶ ἄφνω ἔπεσεν Βαβυλὼν καὶ συνετρίβη θρηνεῖτε αὐτήν λάβετε ῥητίνην τῇ διαφθορᾷ αὐτῆς εἴ πως ἰαθήσεται 
51:9	ἰατρεύσαμεν τὴν Βαβυλῶνα καὶ οὐκ ἰάθη ἐγκαταλίπωμεν αὐτὴν καὶ ἀπέλθωμεν ἕκαστος εἰς τὴν γῆν αὐτοῦ ὅτι ἤγγισεν εἰς οὐρανὸν τὸ κρίμα αὐτῆς ἐξῆρεν ἕως τῶν ἄστρων 
51:10	ἐξήνεγκεν κύριος τὸ κρίμα αὐτοῦ δεῦτε καὶ ἀναγγείλωμεν εἰς Σιων τὰ ἔργα κυρίου θεοῦ ἡμῶν 
51:11	παρασκευάζετε τὰ τοξεύματα πληροῦτε τὰς φαρέτρας ἤγειρεν κύριος τὸ πνεῦμα βασιλέως Μήδων ὅτι εἰς Βαβυλῶνα ἡ ὀργὴ αὐτοῦ τοῦ ἐξολεθρεῦσαι αὐτήν ὅτι ἐκδίκησις κυρίου ἐστίν ἐκδίκησις λαοῦ αὐτοῦ ἐστιν 
51:12	ἐπὶ τειχέων Βαβυλῶνος ἄρατε σημεῖον ἐπιστήσατε φαρέτρας ἐγείρατε φυλακάς ἑτοιμάσατε ὅπλα ὅτι ἐνεχείρησεν καὶ ποιήσει κύριος ἃ ἐλάλησεν ἐπὶ τοὺς κατοικοῦντας Βαβυλῶνα 
51:13	κατασκηνοῦντας ἐφ᾽ ὕδασι πολλοῖς καὶ ἐπὶ πλήθει θησαυρῶν αὐτῆς ἥκει τὸ πέρας σου ἀληθῶς εἰς τὰ σπλάγχα σου 
51:14	ὅτι ὤμοσεν κύριος κατὰ τοῦ βραχίονος αὐτοῦ διότι πληρώσω σε ἀνθρώπων ὡσεὶ ἀκρίδων καὶ φθέγξονται ἐπὶ σὲ οἱ καταβαίνοντες 
51:15	ποιῶν γῆν ἐν τῇ ἰσχύι αὐτοῦ ἑτοιμάζων οἰκουμένην ἐν τῇ σοφίᾳ αὐτοῦ ἐν τῇ συνέσει αὐτοῦ ἐξέτεινεν τὸν οὐρανόν 
51:16	εἰς φωνὴν ἔθετο ἦχος ὕδατος ἐν τῷ οὐρανῷ καὶ ἀνήγαγεν νεφέλας ἀπ᾽ ἐσχάτου τῆς γῆς ἀστραπὰς εἰς ὑετὸν ἐποίησεν καὶ ἐξήγαγεν φῶς ἐκ θησαυρῶν αὐτοῦ 
51:17	ἐμωράνθη πᾶς ἄνθρωπος ἀπὸ γνώσεως κατῃσχύνθη πᾶς χρυσοχόος ἀπὸ τῶν γλυπτῶν αὐτοῦ ὅτι ψευδῆ ἐχώνευσαν οὐκ ἔστιν πνεῦμα ἐν αὐτοῖς 
51:18	μάταιά ἐστιν ἔργα μεμωκημένα ἐν καιρῷ ἐπισκέψεως αὐτῶν ἀπολοῦνται 
51:19	οὐ τοιαύτη μερὶς τῷ Ιακωβ ὅτι ὁ πλάσας τὰ πάντα αὐτός ἐστιν κληρονομία αὐτοῦ κύριος ὄνομα αὐτῷ 
51:20	διασκορπίζεις σύ μοι σκεύη πολέμου καὶ διασκορπιῶ ἐν σοὶ ἔθνη καὶ ἐξαρῶ ἐκ σοῦ βασιλεῖς 
51:21	καὶ διασκορπιῶ ἐν σοὶ ἵππον καὶ ἀναβάτην αὐτοῦ καὶ διασκορπιῶ ἐν σοὶ ἅρματα καὶ ἀναβάτας αὐτῶν 
51:22	καὶ διασκορπιῶ ἐν σοὶ νεανίσκον καὶ παρθένον καὶ διασκορπιῶ ἐν σοὶ ἄνδρα καὶ γυναῖκα 
51:23	καὶ διασκορπιῶ ἐν σοὶ ποιμένα καὶ τὸ ποίμνιον αὐτοῦ καὶ διασκορπιῶ ἐν σοὶ γεωργὸν καὶ τὸ γεώργιον αὐτοῦ καὶ διασκορπιῶ ἐν σοὶ ἡγεμόνας καὶ στρατηγούς σου 
51:24	καὶ ἀνταποδώσω τῇ Βαβυλῶνι καὶ πᾶσι τοῖς κατοικοῦσι Χαλδαίοις πάσας τὰς κακίας αὐτῶν ἃς ἐποίησαν ἐπὶ Σιων κατ᾽ ὀφθαλμοὺς ὑμῶν λέγει κύριος 
51:25	ἰδοὺ ἐγὼ πρὸς σέ τὸ ὄρος τὸ διεφθαρμένον τὸ διαφθεῖρον πᾶσαν τὴν γῆν καὶ ἐκτενῶ τὴν χεῖρά μου ἐπὶ σὲ καὶ κατακυλιῶ σε ἀπὸ τῶν πετρῶν καὶ δώσω σε ὡς ὄρος ἐμπεπυρισμένον 
51:26	καὶ οὐ μὴ λάβωσιν ἀπὸ σοῦ λίθον εἰς γωνίαν καὶ λίθον εἰς θεμέλιον ὅτι εἰς ἀφανισμὸν εἰς τὸν αἰῶνα ἔσῃ λέγει κύριος 
51:27	ἄρατε σημεῖον ἐπὶ τῆς γῆς σαλπίσατε ἐν ἔθνεσιν σάλπιγγι ἁγιάσατε ἐπ᾽ αὐτὴν ἔθνη παραγγείλατε ἐπ᾽ αὐτὴν βασιλείαις Αραρατ παρ᾽ ἐμοῦ καὶ τοῖς Ασχαναζαίοις ἐπιστήσατε ἐπ᾽ αὐτὴν βελοστάσεις ἀναβιβάσατε ἐπ᾽ αὐτὴν ἵππον ὡς ἀκρίδων πλῆθος 
51:28	ἁγιάσατε ἐπ᾽ αὐτὴν ἔθνη τὸν βασιλέα τῶν Μήδων καὶ πάσης τῆς γῆς τοὺς ἡγουμένους αὐτοῦ καὶ πάντας τοὺς στρατηγοὺς αὐτοῦ 
51:29	ἐσείσθη ἡ γῆ καὶ ἐπόνεσεν διότι ἐξανέστη ἐπὶ Βαβυλῶνα λογισμὸς κυρίου τοῦ θεῖναι τὴν γῆν Βαβυλῶνος εἰς ἀφανισμὸν καὶ μὴ κατοικεῖσθαι αὐτήν 
51:30	ἐξέλιπεν μαχητὴς Βαβυλῶνος τοῦ πολεμεῖν καθήσονται ἐκεῖ ἐν περιοχῇ ἐθραύσθη ἡ δυναστεία αὐτῶν ἐγενήθησαν ὡσεὶ γυναῖκες ἐνεπυρίσθη τὰ σκηνώματα αὐτῆς συνετρίβησαν οἱ μοχλοὶ αὐτῆς 
51:31	διώκων εἰς ἀπάντησιν διώκοντος διώξεται καὶ ἀναγγέλλων εἰς ἀπάντησιν ἀναγγέλλοντος τοῦ ἀναγγεῖλαι τῷ βασιλεῖ Βαβυλῶνος ὅτι ἑάλωκεν ἡ πόλις αὐτοῦ 
51:32	ἀπ᾽ ἐσχάτου τῶν διαβάσεων αὐτοῦ ἐλήμφθησαν καὶ τὰ συστέματα αὐτῶν ἐνέπρησαν ἐν πυρί καὶ ἄνδρες αὐτοῦ οἱ πολεμισταὶ ἐξέρχονται 
51:33	διότι τάδε λέγει κύριος οἶκοι βασιλέως Βαβυλῶνος ὡς ἅλων ὥριμος ἀλοηθήσονται ἔτι μικρὸν καὶ ἥξει ὁ ἄμητος αὐτῆς 
51:34	κατέφαγέν με ἐμερίσατό με κατέλαβέν με σκεῦος λεπτὸν Ναβουχοδονοσορ βασιλεὺς Βαβυλῶνος κατέπιέν με ὡς δράκων ἔπλησεν τὴν κοιλίαν αὐτοῦ ἀπὸ τῆς τρυφῆς μου ἐξῶσέν με 
51:35	οἱ μόχθοι μου καὶ αἱ ταλαιπωρίαι μου εἰς Βαβυλῶνα ἐρεῖ κατοικοῦσα Σιων καὶ τὸ αἷμά μου ἐπὶ τοὺς κατοικοῦντας Χαλδαίους ἐρεῖ Ιερουσαλημ 
51:36	διὰ τοῦτο τάδε λέγει κύριος ἰδοὺ ἐγὼ κρινῶ τὴν ἀντίδικόν σου καὶ ἐκδικήσω τὴν ἐκδίκησίν σου καὶ ἐρημώσω τὴν θάλασσαν αὐτῆς καὶ ξηρανῶ τὴν πηγὴν αὐτῆς 
51:37	καὶ ἔσται Βαβυλὼν εἰς ἀφανισμὸν καὶ οὐ κατοικηθήσεται 
51:38	ἅμα ὡς λέοντες ἐξηγέρθησαν καὶ ὡς σκύμνοι λεόντων 
51:39	ἐν τῇ θερμασίᾳ αὐτῶν δώσω πότημα αὐτοῖς καὶ μεθύσω αὐτούς ὅπως καρωθῶσιν καὶ ὑπνώσωσιν ὕπνον αἰώνιον καὶ οὐ μὴ ἐγερθῶσι λέγει κύριος 
